chartId,stack,family,heroPosition,villainPosition,hand,appAction,sourceAction,sourceStatus,sourceFile,sourceReference,cellSource,matchYesNo,isHighRiskHand,changedYesNo,reason
15:BB_vs_BTN,15,VS_LP_RFI,BB,BTN,98s,JAM,JAM,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key BB_vs_BTN.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:BB_vs_BTN,15,VS_LP_RFI,BB,BTN,87s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key BB_vs_BTN.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:BB_vs_BTN,15,VS_LP_RFI,BB,BTN,76s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key BB_vs_BTN.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:BB_vs_BTN,15,VS_LP_RFI,BB,BTN,65s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key BB_vs_BTN.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:BB_vs_BTN,15,VS_LP_RFI,BB,BTN,54s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key BB_vs_BTN.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AA,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KK,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,QQ,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,JJ,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,TT,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,99,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,88,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,77,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,66,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,55,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,44,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,33,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,22,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AKs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AQs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AJs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,ATs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A8s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A7s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A6s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A5s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A4s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A3s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A2s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AKo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AQo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,AJo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,ATo,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A9o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A8o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A7o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A6o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A5o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A4o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A3o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,A2o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KQs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KJs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KTs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,K9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KQo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KJo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,KTo,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,QJs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,QTs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,Q9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,QJo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,QTo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,JTs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,J9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,JTo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,T9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,98s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,87s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,76s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,65s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_UTG1_3bet,15,VS_3BET,UTG,UTG1,54s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_UTG1_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AA,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,KK,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,QQ,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,JJ,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,TT,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,99,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,88,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,77,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,66,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,55,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,44,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,33,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,22,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AKs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AQs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AJs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,ATs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A8s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A7s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A6s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A5s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A4s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A3s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A2s,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AKo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AQo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,AJo,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,ATo,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A9o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A8o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A7o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A6o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A5o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A4o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A3o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,A2o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,KQs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,KJs,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,KTs,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,K9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_vs_BTN_3bet,15,VS_3BET,UTG,BTN,KQo,CALL,CALL,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_vs_BTN_3bet.,imported,yes,true,no,Exact imported source cell matches the app matrix.
